Turn;Planet_count_KI_1_SP_CHATO;Research_KI_1_SP_CHATO;Industry_KI_1_SP_CHATO;Ships_KI_1_SP_CHATO;Population_KI_1_SP_CHATO;Planet_count_KI_6_SP_FULVER;Research_KI_6_SP_FULVER;Industry_KI_6_SP_FULVER;Ships_KI_6_SP_FULVER;Population_KI_6_SP_FULVER;
1;1;13.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;13.0;10.0;5;20.0;1;7.0;11.0;5;20.0;
3;1;13.0;10.0;6;20.0;1;8.0;10.0;5;20.0;
4;1;14.0;10.0;6;20.0;1;8.0;10.0;5;20.0;
5;1;15.0;10.0;6;20.0;1;8.0;10.0;4;20.0;
6;1;16.0;10.0;4;20.3999996185;1;9.0;10.0;4;20.0;
7;1;17.0;10.1999998093;4;20.7264003754;1;9.5;10.0;4;20.0;
8;1;17.4358406067;10.3632001877;4;21.8194274902;1;9.5;10.0;4;20.3999996185;
9;1;18.0916557312;10.9097137451;4;22.7316036224;1;9.59000015259;10.1999998093;4;20.7264003754;
10;1;19.0916557312;11.3658018112;4;23.4745616913;1;9.66343975067;10.3632001877;4;20.9903717041;
11;2;21.0916557312;11.7372808456;3;25.0673980713;1;9.72283363342;10.4951858521;4;22.0419120789;
12;2;23.0916557312;12.0336990356;3;25.5625259876;1;9.95943069458;11.0209560394;5;22.9143505096;
13;2;24.3375167847;12.2662630081;3;25.9531252384;1;11.7228336334;11.4571752548;5;23.6214065552;
14;2;24.5718746185;12.446267128;3;26.091766119;1;12.7228336334;11.8107032776;5;24.1832637787;
15;2;24.6550598145;12.5;3;26.1235172749;1;13.7228336334;12.0916318893;5;24.6226100922;
16;2;26.6096305847;12.5;3;26.1558350325;1;14.7228336334;12.3113050461;5;24.9617595673;
17;2;27.6290206909;12.5;3;26.1887089014;1;15.7228336334;12.4808797836;5;25.0;
18;2;28.6487464905;12.5;4;26.2221269608;1;16.7228336334;12.5;5;25.0;
19;2;29.6687965393;12.5;4;26.2560760975;1;17.625;12.5;6;25.0;
20;2;29.7536449432;12.5;6;26.2905418873;1;17.625;12.5;6;25.0;
21;2;29.7743244171;12.5;6;26.3255085945;1;17.625;12.5;6;25.0;
22;2;29.7953052521;12.5;6;26.3609591722;1;17.625;12.5;7;25.0;
23;2;29.816576004;12.5;6;26.3968753815;1;17.625;12.5;7;25.0;
24;2;29.8381252289;12.5;6;26.4332377911;1;17.625;12.5;7;25.0;
25;3;29.8599433899;12.5;4;26.4700255394;1;17.625;12.5;7;25.0;
26;3;29.0;13.2350130081;4;26.5072168112;1;17.625;12.5;8;25.0;
27;3;29.0;13.2536087036;3;26.5447884798;1;17.625;12.5;7;25.0;
28;3;29.0;13.2723941803;3;26.5827163458;1;17.625;12.5;7;25.0;
29;3;29.0;13.2913579941;3;26.6209751368;2;17.625;12.5;6;25.0;
30;3;27.0;14.3104877472;3;26.6595385075;2;15.625;13.5;6;25.0;
31;3;28.0;13.3297691345;3;26.6983793974;2;14.625;14.5;6;25.0;
32;3;26.0;14.3491897583;3;26.7374696732;2;13.625;15.5;5;25.0;
33;3;27.0;16.3491897583;3;26.7767804861;2;12.625;16.5;5;25.0;
34;3;28.0;18.3491897583;4;26.8162822723;2;12.0;17.5;4;25.0;
